date,name,age,city,state,description,link
2012-11-11,unnamed male,35,Philadelphia,Pennsylvania,Officers stopped a suspicious man riding a bike. The man was holding a gun which the officers ordered him to drop. He refused and resisted it being taken away. When he pointed the gun at an officer an officer opened fire. The man was shot once in the chest and pronounced dead at the scene. [24],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_November_2012
2012-11-11,Dakota Bright,15,South Side,Indiana,A 15-year-old who allegedly pointed a gun at officers was shot in the head by police in the South Side’s Greater Grand Crossing neighborhood authorities said. Officers said they saw Dakota Bright with a handgun The police state that officers approached Dakota fled on foot the officers chased him. During the pursuit the officers shot Dakota. A weapon was recovered at the scene police said. Bright of the 7600 block of South Emerald was declared dead on the scene at 4:11 p.m. according to the Cook County medical examiner’s office. Officials at the morgue said Saturday that the cause of death was a gunshot wound to the head and they could not provide further details. [25],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_November_2012
2012-11-11,unnamed male,,Ogden,Utah,Barricaded himself inside a home after allegedly shooting at police who returned fire. When SWAT eventually entered the home the man was dead. Police were responding to a domestic violence incident. [26],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_November_2012
2012-11-12,Coutinho Bryce,22,Marlborough,Massachusetts,Officers responded to a report of a domestic disturbance regarding an unwanted person at the residence. When they arrived they were confronted by a man armed with a knife whom they fatally shot. [21],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_November_2012
2012-11-12,unnamed male,34,Philadelphia,Pennsylvania,The man was shot after pointing a gun at police. [22],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_November_2012
2012-11-14,Wilson Michael,20,Chicago,Illinois,Officers responded to a disturbance and arrived to find one man stabbing another. When ordered to stop the man pulled a hammer from his pocket and approached the officers swinging the hammer. A Taser was deployed but was ineffective. Both officers fired at least 30times killing the man. [16] [17],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_November_2012
2012-11-14,Toloza José,35,Compton,California,Deputies approached Toloza for an unspecified reason and he fled on foot. A struggle ensued and at least one deputy shot and killed the man after he allegedly tried to grab one of their guns. [18],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_November_2012
2012-11-14,Rowell Paul Edward,39,Bluffton,South Carolina,A retired officer shot and killed an intruder after a struggle in his home. [19],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_November_2012
2012-11-14,unnamed male,19,Philadelphia,Pennsylvania,Officers responding to report of domestic violence arrived to find a woman with multiple gunshot wounds in front of the home. When a man at the scene pointed a gun at officers they shot him. He died at the scene from a single gunshot wound. [20],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_November_2012
2012-11-15,unnamed female,,Cartersville,Georgia,A woman was killed as officers attempted to serve a drug search warrant. [15],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_November_2012
2012-11-18,Ambrose Derrick Jr.,22,Waterloo,Iowa,Police were responding to a report of a fight with possible shots fired and spotted Ambrose with a gun. Ambrose allegedly refused to drop the weapon and fled down the street. Officer Kyle Law pursued Ambrose and shot him in the head when he stepped out from behind a tree. Ambrose had a permit to carry weapons. The investigation of this incident is being submitted to a grand jury. [13],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_November_2012
2012-11-18,unnamed male,,Moore,Oklahoma,An officer stopped a vehicle for impaired driving. When the officer approached the vehicle the driver accelerated towards the officer who fatally shot him. [14],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_November_2012
2012-11-22,unnamed male,,Detroit,Michigan,An off-duty officer intervened in an argument between a man and the man's girlfriend at a gas station. The officer and man exchanged gunshots. The officer was injured and the man killed. [12],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_November_2012
2012-11-23,unnamed male,,Decatur,Georgia,Officers fatally shot the suspect who was apparently attempting to steal a patrol car. The suspect had just prior demanded car keys of a pedestrian and a witness heard officers command the suspect to “put the knife down.” [11],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_November_2012
2012-11-25,McFadden Ricky,47,Leonia,New Jersey,Officers approached McFadden regarding a recent knifepoint robbery of a nearby store. Three of four officers opened fire on McFadden fatally shotting him. A knife and stolen items were recovered. [10],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_November_2012
2012-11-28,Scott David,45,Pampa,Texas,Officers responded to a reported domestic dispute. A man part of the dispute was fatally shot after pointing a gun at officers [7] [8],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_November_2012
2012-11-28,Amly Bradley,34,Dunwoody,Georgia,Officers noted a car driving erratically in the police department parking lot. When officers tried to stop the vehicle Amly drove away striking multiple vehicles. When Amly accelerated towards officers on foot directing traffic one officer fired once striking Amly. He drove a short distance further before stopping. Amly died at a local hospital. [9],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_November_2012
2012-11-29,Russell Timothy,43,Cleveland,Ohio,An officer witnessed a vehicle drive by at a high rate of speed and reported that a gun was shot in his direction. That officer began pursuit and called for backup. Multiple officers in at least 30 patrol cars pursued a vehicle driven by Russell and in which Williams was a passenger. After 22 miles of fleeing their vehicle was blocked in the rear of a school. Russell then rammed a patrol car and drove towards an officer on foot. At that point 13 officers fired 137 rounds striking Russell 23 times and Williams 24 times. No gun was recovered from the vehicle. A minister who knew Russell later reported that Russell's car had a history of frequent backfires. [1] [2] [3] [4] On May 30 2014 officer Michael Brelo was indicted on two counts of manslaughter in connection with the shooting. Five police supervisors were also indicted for dereliction of duty. [5],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_November_2012
2012-11-29,Williams Malissa,30,Cleveland,Ohio,,http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_November_2013
2012-11-29,Hallett Donald,44,Tulsa,Oklahoma,Hallett was shot and killed when a Tulsa Fugitive Task Force attempted to serve an arrest warrant. It was reported that Hallett met the officers with a shotgun and failed to comply with the officers orders. [6],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_November_2012
2012-12-01,unnamed male,39,Burnswick,Ohio,Officers responded to a report that a man was going to a home to hurt his ex-girlfriend. Police and SWAT surrounded the home and a 30-hour standoff ensued. A coroner reported that the man died from multiple gunshot wounds after being shot by police. [38],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-02,unnamed male,,Sasabe,Arizona,A Border Patrol agent encountered a group of people who had illegally crossed the border. A physical altercation occurred and the agent fatally shot one of the group. [37],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-03,unnamed male,,Midwest City,Oklahoma,"Officers responded to reports of an explosion in a woman's detached garage and a man in her yard who was an acquaintance of her husband. Officers arrived to find a shirtless man holding a machete and a rifle who ""acted crazy."" When the man pointed the rifle at officers they fatally shot him. [35]",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-03,Dilworth Eric,38,Meridian,Idaho,Dilworth's brother called police when he believed his brother to be suicidal. When officers arrived Dilworth allegedly ran out the back door with a knife. Four officers fired multiple shots at Dilworth killing him after he allegedly refused to drop the knife and continued towards them. [36],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-04,Daniel Desirae,,Cedar Rapids,Iowa,Officers followed a car down several streets after it failed to stop. As the officers approached the vehicle Daniel displayed a handgun. The officers fatally shot her. [31],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-04,Johnson Lindal M,55,Evansville,Indiana,Officers arrived at Johnson's home to investigate a criminal mischief report. During the visit officers attempted to subdue Johnson with a stun gun. After Johnson threw a hatchet at the officers they opened fire killing him. [32],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-04,Hernandez-Gonzalez Jose Antonio,20,Buford,Georgia,Officers responded to a report of drug use in an apartment complex parking lot. One of the suspects pulled a handgun and held it to his own head. When he refused to drop the weapon a stun gun was used on him. He removed the probes and pointed the gun at the officers. Three officers fired on the suspect killing him. [33],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-04,unnamed male,,Elkins,West Virginia,Officers responded to a report of a shooting. The victim was taken to a hospital and a standoff ensued between the shooting suspect and police. The suspect came out of the house with a weapon. Officers report the suspect posed a threat and was fatally shot. [34],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-06,Ricks Jalen,19,Jonesboro,Georgia,Officers responded to a report of a man with a gun. When the officers arrived at the scene Ricks opened fire wounding one officer. Officers returned fire killing Ricks. [25],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-06,Williams Robert,37,Dallas,Texas,Officers responded to reports of man walking down street with shotgun in hand. When officers commanded Williams to drop the weapon he walked toward them and raised the gun. The officers shot Williams who died at a local hospital. [26],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-06,Frey Shelly,27; 27,Houston,Texas,A policeman shot and killed Frey whom he suspected of shoplifting from a Walmart store where he was working part-time as a security guard. The deceased along with her accomplices two adults and two children refused to stop when ordered one adult hit the police officer with her purse to facilitate escape in their automobile. The policeman shot at the vehicle hitting Frey in the neck Frey who was a passenger in the automobile died before she could be attended by medical personnel. [27] [28] [29],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-06,unnamed male,,Hollywood,California,Officers responding to a report of domestic violence came into contact with a man and fatally shot him. [30],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-07,unnamed male,,Magnolia,Kentucky,An officer attempted to stop a vehicle for reckless driving. The driver fled in the vehicle spun out of control and came to a stop. As an officer approached the vehicle the driver accelerated towards the officer who fired several shots into the car. The driver died at a local hospital. [24],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-08,Williams Bartholomew,38,San Bernardino,California,Officers responded to a report from dorm staff that a dorm tenant was acting irrationally. The officers determined that Williams was a threat to himself and others and attempted to arrest him. Williams resisted using the officers' pepper spray on them taking a baton from one and wrestled one to the ground and began kicking him in the head and torso. Two other officers then fatally shot Williams. [23],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-10,Scott Daniel Christopher,56,Corpus Christi,Texas,Officers responded to a call by Scott saying he had armed and barricaded himself in his home because he felt threatened by his neighbors. A 5 hour standoff ensued as negotiators attempted to persuade Scott to disarm. When he shot at officers they returned fire killing him. Police and neighbors described Scott as mentally ill. [22],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-11,Leslie Cowan,,Jacksonville,Florida,Cowan pointed a handgun in the parking lot of an Academy Sports following an incident where he and friends went in and wouldn't put down loaded weapons. Officer Bradley Hudson then shot Cowan killing him. [20],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-11,Harris Darnesha,17,Breaux Bridge,Louisiana,Officers responded to a disturbance Landry street when a 2005 Toyota Corolla driven by Harris struck the front of a police car. She backed up and hit a parked car on the road before driving forward through a ditch striking a bystander and a different car. A Breaux Bridge police officer subsequently shot and killed Harris. [21],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-14,unnamed male,30,Fort Hood,Texas,Officers responded to a report of a suspicious vehicle parked at a lake. As they approached at least one gunshot was fired from inside the vehicle. The officers returned fire fatally wounding the occupant who was a soldier at Fort Hood. [19],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-15,Letts Jason,38,Birmingham,Alabama,Officers responded to a report of an armed man inside a hospital. When the officers encountered the man he shot at them. They returned fire killing him. [16],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-15,Moore Jamaal,23,Chicago,Illinois,Officers pursued a vehicle believed to be occupied by persons involved in a recent armed robbery. When the vehicle crashed Moore and other suspects fled on foot. Moore was struck by a pursuing squad car. Moore was fatally shot by one officer after twice throwing another officer to the ground. [17],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-15,Moya Romero Roberto,33,Coldwater,Alabama,Officers were pursuing Moya as the prime suspect for three murders in a home. Moya fled in a vehicle which crashed. He shot one officer with an assault rifle then commandeered another car and fled. When that vehicle crashed officers fatally shot Moya as he exited the vehicle and reached for the rifle. [18],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-16,Garcia Jesus Manuel,19,San Antonio,Texas,Garcia fired shots in China Garden restaurant then shot a windshield of a police patrol car then entered a nearby theater. Off-duty sergeant from Bexar County Sherriff's office was working security. She spotted Garcia leaving theater restroom with his gun drawn. Sgt. Castellano shot Garcia multiple times killing him. [15],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-17,unnamed male,,Columbus,Ohio,Officers responded to a report of a man holding a gun to the caller's face. Officers observed that situation through a window entered the home and fatally shot the gunman when he refused to drop his weapon. [14],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-19,unnamed male,,Dumfries,Virginia,Officers investigating an armed burglary from two hours earlier found a vehicle involved in the burglary. The driver was arrested but the passenger fled on foot. He was found nearby in a wooded area. The suspect advanced on officers while armed with a handgun. He was fatally shot after ignoring the officers' commands. [13],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-20,Hammond Anthony A,41,Elkton,Maryland,An officer spotted Hammond who was wanted on multiple warrants in a vehicle. The officer followed him until he parked and fled on foot. As the officer gave chase Hammond kicked in the door to a home then attempted to disarm the officer who fatally shot him. [12],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-21,Davis Sammie Junebug,49,Macon,Georgia,"Macon police officer Clayton Sutton responded to a supermarket shopping center in reference to a subject that was refusing to leave. Upon arrival Sutton met with Sammie ""Junebug"" Davis and shortly thereafter Davis began to struggle with Sutton. Davis allegedly attempted to cut Sutton with an unknown object which he threw when Sutton fatally shot him in self-defense. [10]",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-21,unnamed male,,Security-Widefield,Colorado,Officers began following a suspect with multiple felony warrants. The officers called for backup and attempted to contain the suspect when he parked at a store. The suspect then rammed police vehicles and was subsequently fatally shot. [11],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-23,Moore Rodney,35,Tahoka,Texas,An officer responded to a call from Moore's wife that Moore was hearing voices and afraid someone was going to hurt him. The first officer to arrive called for backup to use a Taser on Moore so he would drop the knife he was holding. When the second officer arrived Moore turned toward that officer and was shot twice in the chest. The officer claims Moore advanced towards him. Moore's wife claims Moore held the knife pointing down and merely turned toward the officer. [9],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-25,unnamed male,,Pueblo,Colorado,Officers responded to a report of a domestic disturbance. As the officers arrived the suspect fired at police with a handgun then fled through the rear of the house. Officers in the alley confronted the suspect and fatally shot him. [8],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-27,Banta Anthony Jr,22,Walnut Creek,California,Police responded to a call during which a woman could be heard screaming. Officers report they were forced to shoot an armed man who was pronounced dead at the scene. [5] [6],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-27,unnamed male,,Memphis,Tennessee,Officers responded to a report of armed burglary in progress at a restaurant. When officers arrived at least two suspects fled into nearby woods. One suspect was arrested the other was fatally shot. [7],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-28,Overholser Tiffany Lee,,Martinsburg,West Virginia,Dispatch informed police a woman was holding another woman at gunpoint. When officers arrived Overholser exited the home and brandished a handgun at them. When she took steps toward police she was shot and killed. Officers later determined Overholser was suicidal had made the false police report. [4],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-30,Satchell Tederalle,28,Hearne,Texas,Officers responded to a report of a large group of people in an apartment complex parking lot and shots being fired from a white vehicle carrying three people. Police found a vehicle matching the description. Details have not been released of what led to a subsequent officer-involved fatal shooting. [2],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-30,Yazar Yemal,43,Houston,Texas,Yazar's wife called paramedics because he was acting irrationally. The paramedics called the sheriff's department when Yazar confronted them violently. Officers used a Taser on Yazar then fatally shot him. One officer was treated for a concussion cuts and a bite. [3],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2012-12-31,Shafer Gregory,55,Hermiston,Oregon,Officers responded to a report that the suspect of an armed bank robbery had entered a store near the bank. When the suspect pointed what looked like a handgun at the officers they opened fire killing the suspect. [1],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_December_2012
2013-01-01,Fuentes Victor,22,Tyler,Texas,Officers responded to reports of numerous gunshots at a home on New Year's Eve. Officers arrived and heard more gunshots. A man was seen with a weapon and commanded to drop it. He instead went inside the house. After again refusing commands to drop the weapon Fuentes pointed the handgun at an officer who fatally shot him. [50],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-01,Tavares Christopher,21,Pueblo,Colorado,Officers were investigating a neighborhood after hearing gunfire. They pursued a suspicious vehicle that crashed after a short chase. A passenger in the vehicle shot an officer in the shoulder and three people fled in different directions. Officers found the shooting suspect less than an hour later. They fatally shot Tavares when he refused to listen to the officers' commands and attempted to flee. The two other persons in the vehicle were arrested. [51],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-01,Chavez Mark,49,Farmington,New Mexico,An officer responded to a report by Chavez that he had killed a woman. Chavez aggressively approached the officer with a blunt impact weapon. The officer used a Taser which was ineffective. The officer then shot Chavez in the leg and torso. Chavez died at a local hospital. Investigators could not find evidence of a woman having been killed and suspect that Chavez made the call to lure police to his residence. [49],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-04,Banks Darrell,47,Philadelphia,Pennsylvania,Plain clothes officers in an alley were investigating an armed home invasion when they spotted a man who matched the suspect's description. The man fled. Police report they fatally shot him when he pointed an object at them. No weapons were recovered at the scene. Family members report Banks was walking home from a birthday party. [47],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-04,O'Donnell Seth,26,Mt. Pleasant,Pennsylvania,Police responded to a report of a disturbance at a store. The suspect had a pair of scissors and was acting violently. O'Donnell slashed an officer's head with the scissors and was then fatally shot. [48],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-05,unnamed male,,Aurora,Colorado,Officers responded to a report of multiple homicides. A woman had escaped from a home and called police after discovering that three people in the home appeared to be dead. A six-hour standoff ensued with the home surrounded by SWAT officers. A man in the home was killed when he shot at police. [46],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-06,Mims Spencer Rollins III,55,Charlotte,North Carolina,Officers responded to a report from Mims stating that he was having trouble with his son. When officers arrived at his home they found Mims holding a box-cutter to his own throat. An officer fired a stun gun intending to prevent Mims from harming himself. Mims instead lunged at the officers with the box cutter. An officer shot Mims at least once. Mims died at a local hospital. [45],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-07,Jimenez Vincent,,Phoenix,Arizona,Officers attempted to stop a driver who seemed impaired. The driver fled and led officers on a chase that ended at the suspect's home where he crashed into a retaining wall. When officers approached the driver the suspect rammed two cruisers and accelerated towards officers who opened fire. The suspect was pronounced dead at the scene. A five-year-old child was discovered unharmed in the passenger seat. [42],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-07,unnamed male,35,Fresno,California,An officer attempted to stop a pedestrian suspected of being a wanted parolee. The suspect fled jumped several fences then confronted the officer with a knife. After a short fight the officer stepped back and shot twice fatally wounding the suspect. [43],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-07,Autenrieth Daniel,31,Coolbaugh Township,Pennsylvania,Officers responded to a report that the suspect had abducted his 9-year-old son and was armed. A 40 mile chase ended following unspecified police intervention. Officers and the suspect exchanged gunfire which killed one officer and the suspect. [44],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-08,unnamed female,24,Palm Beach,Florida,Officers responded to a report of a domestic disturbance. They found a woman holding a knife to the throat of her boyfriend. The officers shot her when she refused commands to drop the knife and “turned to stab him.” She died from her injuries. [41],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-09,Simons Kelly Fay,38,Salt Lake City,Utah,Shot and killed by police after allegedly driving toward a JCAT (Joint Criminal Apprehension Team) officer. Police say she was a suspect in a series of robberies. Miss Simons was unarmed there was no warrant and had no criminal record. [39],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-09,Gary Robert,31,Tampa,Florida,Gary was shot by undercover officers buying crack cocaine. [40],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-10,Dempsey John Edward,37,Logan,West Virginia,Officers pursued Dempsey as the prime suspect in a recent murder and carjacking. Dempsey was fatally shot after “pulling a gun on troopers.” [37],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-10,Ozeir Rabih,18,Cushing,Oklahoma,Officers responded to a gym after an employee reported Ozeir confronted gym staff. When officers arrived they report Ozeir confronted them with a handgun and refused commands to put it down. The officers shot Ozeir who died in a hospital the next day. [38],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-11,Moretz Chad,,Savannah,Georgia,Officers approached Moretz at his home to question him about a missing man who was a friend of his. A standoff ensued which ended when Moretz walked out of his house with a rifle in hand and was fatally shot by a SWAT sniper. The dismembered remains of the friend were found in the house. [35],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-11,unnamed male,,Santa Ana,California,Officers on patrol attempted to speak to a suspicious person in the back seat of a car. The suspect jumped into the front seat and drove towards the officers who then fatally shot him. [36],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-12,VasquezJohnathan,21,San Diego,California,Officers attempted to stop a vehicle for speeding. A high speed pursuit ensued. After the suspect drove into a vacant lot he U-turned and drove towards the officers. The officers opened fire fatally wounding the driver and injuring a passenger. [33],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-12,Saylor Robert E.,26,Frederick,Maryland,"Three off-duty officers moonlighting as security guards confronted Saylor a man with Down's Syndrome when he refused to leave the theater after a movie. He was handcuffed when according to police he became ""medically distressed."" His death was ruled homicide by asphyxia due to officers sitting on his chest while subduing him. [34]",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-14,Roberts Karlando,32,East Orange,New Jersey,Officers responded to a report of a stabbing in progress. Roberts was found to be stabbing his father-in-law and refused to drop the knife. Officers shot Roberts who died at a local hospital. [30],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-14,Swilling Wesley,31,Greenville,South Carolina,"Swilling was in the Law Enforcement Center parking lot and approached an officer and deputy in a “threatening manner” with what appeared to be a weapon. Fearing for their safety they both shot at Swilling hitting him at least once. Swilling fell down but continued to approach them so they took cover behind a vehicle and both fired again hitting him at least once more. Swilling was pronounced dead at the scene. [31] After further investigation it was revealed that Swilling was ""armed"" with a hot glue gun.",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-14,unnamed male,,Memphis,Tennessee,Officers responded to a report of loud music. They found a man slumped over inside a vehicle. As officers approached him he pointed a gun at them and they fatally shot him. [32],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-15,Weber Todd S,,Kansas City,Missouri,Officers attempted to stop Weber's vehicle. Weber led officers on a low-speed chase at no faster than 35 mph. Stop sticks slowed the vehicle but it continued for several miles. Weber eventually stopped exited his vehicle pointed a gun at officers and began firing. Officers returned fire killing him. [28],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-15,unnamed male,,Honolulu,Hawaii,Officers responded to a truck driving fast the wrong way. Police fired multiple times when the driver rammed five marked police cruisers. The deceased suspect was a soldier at Schofield Barracks. [29],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-16,Gamble Karvis,19,Orlando,Florida,Gamble was shot in the stomach after drug-enforcement officers said someone in the building reached for a gun. Witnesses dispute the police account. [26],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-16,unnamed male,,Buckeye,Arizona,An officer fatally shot a man after he shot at police. [27],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-17,Ramsey Eric,30,Mount Pleasant,Michigan,Officers were searching for Ramsey as the prime suspect in a recent abduction rape and arson. Ramsey rammed his vehicle into a squad car and fled in a stolen garbage truck. He was fatally shot by a sheriff's deputy. [24],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-17,Lopez Angel,27,San Diego,California,Officers surrounded an apartment complex after receiving a report that two wanted parolees were there and at least one was armed. After several hours the men fled and one was cornered. One was fatally shot after refusing to show his hands and reaching into his pockets. The other suspect was arrested after an hours-long search. [25],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-18,unnamed male,,Oxford,Alabama,Officers responded to a report of a burglary suspect with several arrest warrants who was spotted in a store. When the officers asked the suspect to step outside the suspect produced a knife and began slashing at the officers. A Taser was ineffective and the officers fatally shot the suspect when he charged at them. [20],http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
2013-01-18,France Jesse J.,28,Vancouver,Washington,"Members of a U.S. Marshals Fugitive Task Force shot Mr. France through the windshield of his car after he ""escalated the situation"" when the marshals located him. One witness claimed Mr. France's face ""was kind of blown off."" [21] [22] [23]",http://en.wikipedia.org/wiki/List_of_killings_by_law_enforcement_officers_in_the_United_States_January_2013
